qns_id,qns_content,options,language,answer,solution,stream,subject_code,subject_id,class_code,topic,subtopic,question_type,difficulty_level
3473215,"""<div style=\""text-align:justify\"">125 mL of 63% (w\/v) H<sub>2<\/sub>C<sub>2<\/sub>O<sub>4<\/sub>. 2H<sub>2<\/sub>O is made to react with 125 mL of a 40% (w\/v) NaOH solution. The resulting solution is :-<\/div>\n""","[""<div style=\""text-align:justify\"">neutral<\/div>\n"",""<div style=\""text-align:justify\"">acidic<\/div>\n"",""<div style=\""text-align:justify\"">strongly acidic<\/div>\n"",""<div style=\""text-align:justify\"">alkaline<\/div>\n""]",1,[3],"""<div style=\""text-align:justify\"">g.eq of H<sub>2<\/sub>C<sub>2<\/sub>O<sub>4<\/sub>.2H<sub>2<\/sub>O =&nbsp;<img alt=\""\\frac{{\\frac{{63}}{{126\/2}}}}{{100\/1000}} \\times \\frac{{125}}{{1000}} = 1.25\\,g.eq.\"" src=\""16928536091896022971.png\"" \/><br \/>\ng.eq. of NaOH =&nbsp;<img alt=\""\\frac{{\\frac{{40}}{{40\/1}}}}{{100\/1000}} \\times \\frac{{125}}{{1000}} = 1.25\\,g.eq.\"" src=\""16928536021627152247.png\"" \/><br \/>\n&there4; Solution will be neutral due to complete reaction.<\/div>\n""",IIT,PC,5,13,Redox Reactions,Titration,Single Correct,EASY
1386016,"""<div style=\""text-align:justify\"">\u0928\u093f\u092e\u094d\u0928 \u092e\u0947\u0902 \u0938\u0947 \u0915\u094c\u0928\u0938\u0947 \u092f\u094c\u0917\u093f\u0915 \u092e\u0947\u0902 E-\u0935\u093f\u0928\u094d\u092f\u093e\u0938 \u0939\u094b\u0924\u093e \u0939\u0948\/\u0939\u0948\u0902-<\/div>\n""","[""<img src=\""1608016351531717374phpVlZlNOimage.png\"" style=\""height:106px; width:150px\"" \/>"",""<div style=\""text-align:justify\""><img src=\""16080163761882773788phpK65FCRimage.png\"" style=\""height:92px; width:160px\"" \/><\/div>\n"",""<div style=\""text-align:justify\""><img src=\""1608016395242096773phpVnqJuGimage.png\"" style=\""height:63px; width:140px\"" \/><\/div>\n"",""<div style=\""text-align:justify\""><img src=\""1608016420471400843phpsCCLRJimage.png\"" style=\""height:89px; width:110px\"" \/><\/div>\n""]",2,"[[""true"",""true"",""false"",""true""]]","""""",IIT,OC,6,13,Stereo isomerism,Absolute and relative configuration,Multiple Partial Correct,EASY
3638656,"""<div style=\""text-align:justify\"">The hybridisation of Boron in&nbsp;<img alt=\""BC{l_3}\"" src=\""169685272611411807.png\"" \/>&nbsp;is<\/div>\n""","[""<div style=\""text-align:justify\"">sp<sup>3<\/sup><\/div>\n"",""<div style=\""text-align:justify\"">sp<sup>2<\/sup><\/div>\n"",""<div style=\""text-align:justify\"">sp<sup>3<\/sup>d<\/div>\n"",""<div style=\""text-align:justify\"">sp<sup>3<\/sup>d<sup>2<\/sup><\/div>\n""]",1,[1],"""""",IIT,IC,4,11,CHEMICAL BONDING,VBT(overlapping & Hybridisation),Single Correct,EASY
374076,"""<div style=\""text-align:justify\"">\u0938\u092e\u0940\u0915\u0930\u0923 sin &pi;x + cos &pi;x = 0 \u0915\u0947 \u0938\u092d\u0940 \u0939\u0932\u094b\u0902 \u0915\u093e \u092f\u094b\u0917&nbsp;x&isin;[0,100]&nbsp;\u092e\u0947\u0902 \u0939\u0948 -<\/div>\n""","[""<div style=\""text-align:justify\"">5050<\/div>\n"",""<div style=\""text-align:justify\"">5000<\/div>\n"",""<div style=\""text-align:justify\"">5025<\/div>\n"",""<div style=\""text-align:justify\"">4025<\/div>\n""]",2,[2],"""<div style=\""text-align:justify\"">sin &pi;x = &ndash; cos &pi;x<br \/>\n&nbsp;&nbsp; &nbsp;tan &pi;x = &ndash;1<br \/>\n&nbsp;&nbsp; &nbsp;&there4;&nbsp;&nbsp; &nbsp;&pi;x = n&pi; &ndash; &pi;\/4<br \/>\n&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;<img alt=\""x = n - \\frac{1}{4}\"" src=\""15376096491157207727.png\"" \/> &nbsp;&nbsp;&nbsp; &nbsp;<br \/>\n&nbsp;&nbsp; &nbsp;n = 1, 2, 3, ......., 100<br \/>\n<br \/>\n&nbsp;<img alt=\""x = \\frac{3}{4},\\frac{7}{4},\\frac{{11}}{4}\"" src=\""15376096591329323101.png\"" \/>&nbsp;, ......,&nbsp;&nbsp;<img alt=\""\\frac{{399}}{4}\"" src=\""1537609672111651421.png\"" \/><br \/>\n&there4;&nbsp;&nbsp;<img alt=\""sum = \\frac{{100}}{2}\\left[ {\\frac{3}{4} + \\frac{{399}}{4}} \\right] = 5025\"" src=\""15376098731121604943.png\"" \/><\/div>\n""",JEE MAIN,MT,3,13,Trigonometric Equation,Trigonometric Equation,Single Correct,TOUGH
3653727,"""<div style=\""text-align:justify\"">If&nbsp;<img alt=\""\\vec a\"" src=\""16971118711036664284.png\"" \/>&nbsp;and&nbsp;<img alt=\""\\vec b\"" src=\""16971118782111532819.png\"" \/>&nbsp;are non&ndash;zero vectors such that&nbsp;<img alt=\""|\\vec a \\times \\vec b| = \\vec a \\cdot \\vec b\\,,\"" src=\""16971119152094297023.png\"" \/>&nbsp;then &ndash;&nbsp;<\/div>\n""","[""<div style=\""text-align:justify\"">If&nbsp;<img alt=\""\\vec a\"" src=\""16971119421148981211.png\"" \/>&nbsp;and&nbsp;<img alt=\""\\vec b\"" src=\""1697112035115690431.png\"" \/>&nbsp; are like parallel&nbsp;<\/div>\n"",""<div style=\""text-align:justify\"">If&nbsp;<img alt=\""\\vec a\"" src=\""16971119421148981211.png\"" \/>&nbsp;and&nbsp;<img alt=\""\\vec b\"" src=\""1697112035115690431.png\"" \/>&nbsp; are unlike parallel&nbsp;<\/div>\n"",""<div style=\""text-align:justify\"">If&nbsp;<img alt=\""\\vec a\"" src=\""16971119421148981211.png\"" \/>&nbsp;and&nbsp;<img alt=\""\\vec b\"" src=\""1697112035115690431.png\"" \/>&nbsp; are perpendicular<\/div>\n"",""<div style=\""text-align:justify\"">If&nbsp;<img alt=\""\\vec a\"" src=\""16971119421148981211.png\"" \/>&nbsp;and&nbsp;<img alt=\""\\vec b\"" src=\""1697112035115690431.png\"" \/>&nbsp; are neither parallel non&ndash;collinear<\/div>\n""]",1,[3],"""<img alt=\""|\\vec a \\times \\vec b| = |\\vec a||\\vec b|\\sin \\theta \"" src=\""16976194861974998581.png\"" \/><br \/>\n<img alt=\""\\vec a.\\vec b = |\\vec a||\\vec b|\\cos \\theta \"" src=\""16976195471200988917.png\"" \/>""",JEE MAIN,MT,3,12,Vectors,Product of 2 vectors,Single Correct,EASY
2570880,"""<div style=\""text-align:justify\"">Infinite number of blocks are connected by ideal strings as shown in the figure. This system is pulled by a constant force F. The tension (T) in string connecting blocks of masses <img alt=\""\\frac{m}{2}\"" src=\""16607362661104925379.png\"" \/>&nbsp;and&nbsp;<img alt=\""\\frac{m}{4}\"" src=\""16607362731574995576.png\"" \/>&nbsp;is :<\/div>\n\n<div style=\""text-align:center\""><img src=\""1660736464543514692php2rYpLnimage.png\"" style=\""height:66px; width:500px\"" \/><\/div>\n""","[""<div style=\""text-align:justify\""><img alt=\""\\frac{F}{2}\"" src=\""16607365061254710331.png\"" \/><\/div>\n"",""<div style=\""text-align:justify\""><img alt=\""\\frac{F}{4}\"" src=\""16607365121011066182.png\"" \/><\/div>\n"",""<div style=\""text-align:justify\""><img alt=\""\\frac{{2F}}{4}\"" src=\""16607365181387832214.png\"" \/><\/div>\n"",""<div style=\""text-align:justify\""><img alt=\""\\frac{{7F}}{8}\"" src=\""1660736524483807625.png\"" \/><\/div>\n""]",1,[1],"""<div style=\""text-align:justify\"">F =&nbsp;<img alt=\""\\left( {m + \\frac{m}{2} + \\frac{m}{4}.....} \\right)a\"" src=\""16607366041691632054.png\"" \/><br \/>\nF =&nbsp;<img alt=\""\\frac{m}{{1 - \\frac{1}{2}}}\"" src=\""16607366121200433647.png\"" \/> &nbsp;a = 2 ma<br \/>\na =&nbsp;<img alt=\""\\frac{F}{{2m}}\"" src=\""16607366192093187894.png\"" \/><br \/>\nFor m and&nbsp;<img alt=\""\\frac{m}{2}\"" src=\""16607366241248101193.png\"" \/><br \/>\nF &ndash; T = &nbsp;<img alt=\""\\frac{{3m}}{2}a\"" src=\""1660736630842757227.png\"" \/><br \/>\nF &ndash; T =&nbsp;<img alt=\""\\frac{{3F}}{4}\"" src=\""1660736638493710898.png\"" \/><br \/>\nT =&nbsp;<img alt=\""\\frac{F}{4}\"" src=\""16607366462073218127.png\"" \/><\/div>\n""",IIT,PH,2,13,NLM,Challenging application of NLM,Single Correct,TOUGH
2234603,"""<div style=\""text-align:justify\"">The equation of straight line passing through the point of intersection of family of lines&nbsp;<br \/>\nx(3 + 4&lambda;) + y(4 + 3&lambda;) + 1 + 6&lambda; = 0 which is at a minimum distance from the point (1, 1) can be expressed as x + by &ndash; c = 0, where b and c are natural numbers, then the value of (b + c) is&nbsp;<\/div>\n""",[],1,9.00,"""Family of line is (3x + 4y + 1) +&lambda;(4x + 3y + 6) &nbsp;= 0<br \/>\nPoint of intersection is (&ndash;3, 2)<br \/>\nLine at minimum distance from (1, 1) and passing through (&ndash;3, 2) is&nbsp;<img alt=\""y - 2 = \u00a0- \\frac{1}{4}(x + 3)\"" src=\""1645423222271561002.png\"" \/><br \/>\nx + 4y &ndash; 5 = 0<br \/>\nb = 4, c = 5""",JEE MAIN,MT,3,11,Straight line,Intersection of lines,Integer Decimal,EASY
1512250,"""\u091c\u092c&nbsp;<img src=\""1614418754543494018phprXIlUoimage.png\"" style=\""height:71px; width:150px\"" \/> \u0915\u094b \u0915\u094d\u0930\u092e\u0936\u0903 pH=2, pH = 7 \u0924\u0925\u093e pH =12 \u092a\u0930 \u091c\u0932 \u092e\u0947\u0902 \u0935\u093f\u0932\u0947\u092f \u0915\u093f\u092f\u093e \u091c\u093e\u0924\u093e \u0939\u0948 \u0924\u094b \u092a\u094d\u0930\u093e\u092a\u094d\u0924 \u0939\u094b\u0928\u0947 \u0935\u093e\u0932\u0940 \u092a\u094d\u0930\u092d\u093e\u0935\u0940 (dominant) \u0938\u094d\u092a\u0940\u0936\u0940\u091c \u0939\u0948""","[""<img src=\""1614418791502417709phpNE2nwTimage.png\"" style=\""height:65px; width:300px\"" \/>"",""<img src=\""16144188112107803232php8LourHimage.png\"" style=\""height:92px; width:350px\"" \/>"",""<img src=\""16144188431534461134php5snkR1image.png\"" style=\""height:82px; width:350px\"" \/>"",""<img src=\""1614418867171001491phpBguSRYimage.png\"" style=\""height:100px; width:350px\"" \/>""]",2,[2],"""pH = 2 (highly acidic) &rarr; carboxyl group &lsquo;O&rsquo; is protonated<br \/>\npH = 7 (neutral) &rarr; since carboxylic acid is more acidic than phenol.<br \/>\n&there4; it loses H<sup>+<\/sup>.<br \/>\npH = 12 (highly basic) &rarr; Both carboxylic acid and phenol lose their H<sup>+<\/sup>.""",IIT,OC,6,12,GOC,Miscellaneous/Mixed,Single Correct,MEDIUM
1378078,"""<div style=\""text-align:justify\"">Match the column :<br \/>\n<strong>List-I<\/strong><br \/>\n<img src=\""16076711021631193174phpO3w275image.png\"" style=\""height:117.997px; width:221.989px\"" \/><br \/>\n<strong>List-II<\/strong><br \/>\n(i) HBr &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; (ii) HBr + peroxide<br \/>\n(iii) NBS&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; (iv) Br<span style=\""font-size:6pt\"">2<\/span>, low temperature\n<table border=\""1\"" cellpadding=\""5\"" cellspacing=\""0\"" style=\""width:300px\"">\n\t<tbody>\n\t\t<tr>\n\t\t\t<td colspan=\""2\"" rowspan=\""1\"" style=\""text-align:center; width:71px\""><strong>A<\/strong><\/td>\n\t\t\t<td style=\""text-align:center; width:38px\""><strong>B<\/strong><\/td>\n\t\t\t<td style=\""text-align:center; width:58px\""><strong>C<\/strong><\/td>\n\t\t\t<td style=\""text-align:center; width:81px\""><strong>D<\/strong><\/td>\n\t\t<\/tr>\n\t\t<tr>\n\t\t\t<td style=\""width:31px\"">(A)<\/td>\n\t\t\t<td style=\""width:31px\"">(ii)<\/td>\n\t\t\t<td style=\""width:38px\"">(i)<\/td>\n\t\t\t<td style=\""width:58px\"">(iv)<\/td>\n\t\t\t<td style=\""width:81px\"">(iii)<\/td>\n\t\t<\/tr>\n\t\t<tr>\n\t\t\t<td style=\""width:31px\"">(B)<\/td>\n\t\t\t<td style=\""width:31px\"">(i)<\/td>\n\t\t\t<td style=\""width:38px\"">(ii)<\/td>\n\t\t\t<td style=\""width:58px\"">(iv)<\/td>\n\t\t\t<td style=\""width:81px\"">(iii)<\/td>\n\t\t<\/tr>\n\t\t<tr>\n\t\t\t<td style=\""width:31px\"">(C)<\/td>\n\t\t\t<td style=\""width:31px\"">(i)<\/td>\n\t\t\t<td style=\""width:38px\"">(iii)<\/td>\n\t\t\t<td style=\""width:58px\"">(iv)<\/td>\n\t\t\t<td style=\""width:81px\"">(ii)<\/td>\n\t\t<\/tr>\n\t\t<tr>\n\t\t\t<td style=\""width:31px\"">(D)<\/td>\n\t\t\t<td style=\""width:31px\"">(ii)<\/td>\n\t\t\t<td style=\""width:38px\"">(i)<\/td>\n\t\t\t<td style=\""width:58px\"">(iii)<\/td>\n\t\t\t<td style=\""width:81px\"">(iv)<\/td>\n\t\t<\/tr>\n\t<\/tbody>\n<\/table>\n<\/div>\n""","[""A"",""B"",""C"",""D""]",1,[0],"""<img src=\""1607681557486557777phpUsbeeQimage.png\"" style=\""height:235px; width:361.989px\"" \/>""",JEE MAIN,OC,6,13,Hydrocarbon,Chemical reactions of alkenes,Single Correct,MEDIUM
2327082,"""<div style=\""text-align:justify\"">A projectile is fired on a horizontal ground Variation of slope of its trajectory with horizontal displacement is shown (g = 10 m\/s<sup>2<\/sup>). Choose the <strong>CORRECT<\/strong> statement(s) :<\/div>\n<div style=\""text-align:center\""><img src=\""1649313594765922900phpPg3PJrimage.png\"" style=\""width:200px\"" \/><\/div>\n""","[""<div style=\""text-align:justify\"">Angle of projection of projectile is 60&deg;<\/div>\n"",""<div style=\""text-align:justify\"">Horizontal range of projectile is 20 m<\/div>\n"",""<div style=\""text-align:justify\"">Time of flight of projectile is 2sec.<\/div>\n"",""<div style=\""text-align:justify\"">Area under curve gives vertical displacement of projectile.<\/div>\n""]",1,"[[""false"",""true"",""true"",""true""]]","""<div style=\""text-align:justify\"">Slope =&nbsp;<img alt=\""\\frac{y}{x}\"" src=\""16493136171389640594.png\"" \/><br \/>\ny = slope &times; x<br \/>\n= area under curve.<br \/>\nSlope is zero when x = 10<br \/>\nSlope is zero when it get maximum height<br \/>\nSo&nbsp;<img alt=\""H = \\frac{1}{2} \\times 10 = 5m,R = 10 \\times 2 = 20m\"" src=\""1649313628122291991.png\"" \/><br \/>\n<img alt=\""H = \\frac{{{v^2}{{\\sin }^2}\\theta }}{{2g}} = 5\"" src=\""1649313635576400300.png\"" \/><br \/>\n<img alt=\""\\frac{{{v^2}{{\\sin }^2}\\theta }}{{{g^2}}} = 1\"" src=\""1649313649781394843.png\"" \/><br \/>\n<img alt=\""\\frac{{v\\sin \\theta }}{2} = 1 = \\frac{T}{2}\"" src=\""16493136571505437385.png\"" \/><br \/>\nSo T = 2 sec.<\/div>\n""",IIT,PH,2,12,Kinematics,2-D & 3D,Multiple Correct,MEDIUM
2701858,"""<div style=\""text-align:justify\"">\u0928\u0940\u091a\u0947 \u0926\u094b \u0915\u0925\u0928 \u0926\u093f\u090f \u0939\u0948\u0902 :<br \/>\n\u0915\u0925\u0928 I :&nbsp;\u092c\u094b\u0930 \u0938\u093f\u0926\u094d\u0927\u093e\u0928\u094d\u0924 Li<sup>+<\/sup> \u0906\u092f\u0928 \u0915\u0940 \u0938\u094d\u0925\u093f\u0930\u0924\u093e \u0924\u0925\u093e \u0909\u0938\u0915\u0947 \u0932\u093e\u0907\u0928 \u0938\u094d\u092a\u0947\u0915\u094d\u091f\u094d\u0930\u092e \u0915\u094b \u0938\u094d\u092a\u0937\u094d\u091f \u0915\u0930\u0924\u093e \u0939\u0948\u0964<br \/>\n\u0915\u0925\u0928 II :&nbsp;\u091a\u0941\u092e\u094d\u092c\u0915\u0940\u092f \u0915\u094d\u0937\u0947\u0924\u094d\u0930 \u0915\u0940 \u0909\u092a\u0938\u094d\u0925\u093f\u0924\u093f \u092e\u0947\u0902 \u0938\u094d\u092a\u0947\u0915\u094d\u091f\u094d\u0930\u0932 \u0932\u093e\u0907\u0928\u094b\u0902 \u0915\u0947 \u0935\u093f\u092a\u093e\u091f\u0928 \u0915\u0940 \u0935\u094d\u092f\u093e\u0916\u094d\u092f\u093e \u0915\u0930\u0928\u0947 \u092e\u0947\u0902 \u092c\u094b\u0930 \u0938\u093f\u0926\u094d\u0927\u093e\u0928\u094d\u0924 \u0905\u0938\u092e\u0930\u094d\u0925 \u0939\u0948\u0964<br \/>\n\u0928\u0940\u091a\u0947 \u0926\u093f\u090f \u0935\u093f\u0915\u0932\u094d\u092a\u094b\u0902 \u092e\u0947\u0902 \u0909\u092a\u0930\u094b\u0915\u094d\u0924 \u0915\u0925\u0928\u094b\u0902 \u0915\u0947 \u0932\u093f\u090f \u0938\u0930\u094d\u0935\u093e\u0927\u093f\u0915 \u0909\u091a\u093f\u0924 \u0909\u0924\u094d\u0924\u0930 \u091a\u0941\u0928\u093f\u092f\u0947\u0964<\/div>\n""","[""<div style=\""text-align:justify\"">\u0915\u0925\u0928 I \u0924\u0925\u093e \u0915\u0925\u0928 II \u0926\u094b\u0928\u094b\u0902 \u0938\u0924\u094d\u092f \u0939\u0948\u0964<\/div>\n"",""<div style=\""text-align:justify\"">\u0915\u0925\u0928 I \u0905\u0938\u0924\u094d\u092f \u0939\u0948 \u092a\u0930\u0928\u094d\u0924\u0941 \u0915\u0925\u0928 II \u0938\u0924\u094d\u092f \u0939\u0948\u0964<\/div>\n"",""<div style=\""text-align:justify\"">\u0915\u0925\u0928 I \u0924\u0925\u093e \u0915\u0925\u0928 II \u0926\u094b\u0928\u094b\u0902 \u0905\u0938\u0924\u094d\u092f \u0939\u0948\u0964<\/div>\n"",""<div style=\""text-align:justify\"">\u0915\u0925\u0928 I \u0938\u0924\u094d\u092f \u0939\u0948 \u0932\u0947\u0915\u093f\u0928 \u0915\u0925\u0928 II \u0905\u0938\u0924\u094d\u092f \u0939\u0948\u0964<\/div>\n""]",2,[1],"""<div style=\""text-align:justify\"">Statement-I is false since Bohr&#39;s theory accounts for the stability and spectrum of single electronic species (eg : He<sup>+<\/sup>, Li<sup>2+<\/sup> etc) Statement II is true.<\/div>\n""",IIT,PC,5,12,Atomic Structure,Bohr's Atomic Model,Single Correct,EASY
3491434,"""<div style=\""text-align:justify\"">45<sup>o<\/sup>30&#39; is equal to&nbsp;<\/div>\n""","[""<div style=\""text-align:justify\"">95<sup>o<\/sup><\/div>\n"",""<div style=\""text-align:justify\""><img alt=\""{\\left( {\\frac{{46}}{2}} \\right)^o}\"" src=\""16932276491179990021.png\"" \/><\/div>\n"",""<div style=\""text-align:justify\""><img alt=\""{\\left( {\\frac{{91}}{2}} \\right)^o}\"" src=\""16932276642072163095.png\"" \/><\/div>\n"",""<div style=\""text-align:justify\"">50<sup>o<\/sup><\/div>\n""]",1,[2],"""<img alt=\""30' = {\\left( {\\frac{1}{2}} \\right)^0}\"" src=\""16938132001865156632.png\"" \/><br \/>\n<img alt=\""\\therefore \\,\\,\\,\\,\\,\\,\\,\\,\\,\\,\\,\\,\\,\\,\\,\\,\\,\\,\\,\\,\\,\\,\\,\\,\\,\\,\\,\\,\\,\\,\\,\\,\\,\\,{45^0}30' = {45^0} + {\\left( {\\frac{1}{2}} \\right)^0} = {\\left( {\\frac{{91}}{2}} \\right)^0}\"" src=\""1693813398944882011.png\"" style=\""height:40.9943px; width:230px\"" \/>""",JEE MAIN,MT,3,11,Trigonometric Ratios & Identities,Miscellaneous/Mixed,Single Correct,MEDIUM
3090443,"""<div style=\""text-align:justify\"">If the system of equations<br \/>\nx + 2y + 3z = 3<br \/>\n4x + 3y &ndash; 4z = 4<br \/>\n8x + 4y &ndash; &lambda;z = 9 + &mu;<br \/>\nhas infinitely many solutions, then the value of (&lambda; + 2&mu;) is equal to<\/div>\n""",[],1,6,"""<div style=\""text-align:justify\"">x + 2y + 3z = 3&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &hellip;.&hellip;(i)<br \/>\n4x + 3y &ndash; 4z = 4&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &hellip;.&hellip;(ii)<br \/>\n8x + 4y &ndash; &lambda;z = 9 + &mu;&nbsp;&nbsp;&nbsp; &hellip;&hellip;.(iii)<br \/>\n(i) &times; 4 &ndash; (ii) &nbsp;&rArr; 5y + 16z = 8 &hellip;&hellip;. (iv)<br \/>\n(ii) &times; 2 &ndash; (iii) &nbsp;&rArr; 2y + (&lambda; &ndash; 8)z = &ndash;1&ndash;&mu; &hellip;&hellip;(v)<br \/>\n(iv) &times; 2 &ndash; (iii) &times; 5 &rArr; (32 &ndash; 5(&lambda; &ndash; 8))z = 16&ndash;5(&ndash;1&ndash;&mu;)<br \/>\nFor infinite solutions &rArr; 72 &ndash; 5&lambda; = 0 &rArr;&nbsp;<img alt=\""\\lambda \u00a0= \\frac{{72}}{5}\"" src=\""1684559684800620327.png\"" \/><br \/>\n21 + 5&mu; = 0 &rArr;&nbsp;<img alt=\""\\mu \u00a0= \\frac{{ - 21}}{5}\"" src=\""1684559721444380617.png\"" \/><br \/>\n<\/div>\n""",IIT,MT,3,12,Determinant,System of equation,Integer Type Multiple Digit,MEDIUM
2322465,"""<div style=\""text-align:justify\"">A porter lifts a heavy suitcase of mass 80 kg and at the destination lowers it down by a distance of 80 cm with a constant velocity. Calculate the work done by the porter in lowering the suitcase. (take g =9.8 ms<sup>-2<\/sup>)<br \/>\n&nbsp;<\/div>\n""","[""<div style=\""text-align:justify\""><sup>_<\/sup>62720.0 J&nbsp;<\/div>\n"",""<div style=\""text-align:justify\""><sup>_<\/sup>627.2 J<\/div>\n"",""<div style=\""text-align:justify\"">+627.2 J&nbsp;&nbsp;<\/div>\n"",""<div style=\""text-align:justify\"">784.0 J<\/div>\n""]",1,[1],"""""",JEE MAIN,PH,2,12,W.E.P.,Calculation of work,Single Correct,EASY
3221604,"""<div style=\""text-align:justify\"">A uniform rod is 4m long and weight 10kg. If it is supported on a knife edge at one meter from the end, what weight placed at that end keeps the rod horizontal.<\/div>\n""","[""<div style=\""text-align:justify\"">8 kg<\/div>\n"",""<div style=\""text-align:justify\"">10 kg<\/div>\n"",""<div style=\""text-align:justify\"">12 kg<\/div>\n"",""<div style=\""text-align:justify\"">15 kg<\/div>\n""]",1,[1],"""<div style=\""text-align:justify\""><img src=\""16877563601827277859phpFG0xbyimage.png\"" style=\""width:200px\"" \/><br \/>\nTorque about H &nbsp;<br \/>\nmg &times; 1 = 10g &times; 1<br \/>\nm = 10 kg&nbsp;<\/div>\n""",IIT,PH,2,11,Rotation,Torque and angular acceleration,Single Correct,EASY
4090617,"""<div style=\""text-align:justify\"">An elastic string of unstretched length \u2113 and force constant k is stretched by a small length x. It is further stretched by another small length y. The work done in the second stretching is :-<\/div>\n""","[""<div style=\""text-align:justify\""><img alt=\""\\frac{1}{2}k{x^2}\"" src=\""17105648561543295817.png\"" \/><\/div>\n"",""<div style=\""text-align:justify\""><img alt=\""\\frac{1}{2}k({x^2} + {y^2})\"" src=\""1710564885454482951.png\"" \/><\/div>\n"",""<div style=\""text-align:justify\""><img alt=\""\\frac{1}{2}ky(2x + y)\"" src=\""1710564896657093809.png\"" \/><\/div>\n"",""<div style=\""text-align:justify\""><img alt=\""\\frac{1}{2}kx(x + 2y)\"" src=\""1710564909726579390.png\"" \/><\/div>\n""]",1,[2],"""<div style=\""text-align:justify\""><img alt=\""\\frac{w}{D} = \\frac{1}{2}k\\left( {x_i^2 - x_f^2} \\right)\"" src=\""17105650191109946959.png\"" \/><br \/>\n<img alt=\"" = \\frac{1}{2}k\\left( {{x^2} - {{(x + y)}^2}} \\right)\"" src=\""1710565031324782013.png\"" \/><br \/>\n<img alt=\"" = \\frac{1}{2}k\\left( {{x^2} - ({x^2} + {y^2} - 2xy)} \\right)\"" src=\""1710565041780750289.png\"" \/><br \/>\n<img alt=\"" = \u00a0- \\frac{1}{2}k\\left( {{y^2} + 2xy} \\right) - \\frac{1}{2}ky(2x + y)\"" src=\""17105650541778395232.png\"" \/><br \/>\n<img alt=\""\\frac{w}{D}\"" src=\""1710565068219390194.png\"" \/>&nbsp;on spring =&nbsp;<img alt=\""\\frac{1}{2}ky\\left( {2x + y} \\right)\"" src=\""1710565130906284179.png\"" \/><\/div>\n""",IIT,PH,2,13,W.E.P.,Conservative force & potential energy,Single Correct,EASY
